,chosen,rejected
0,2.3897262508398853e-05,0.00010081951040774584
1,0.001703524379990995,0.00022180260566528887
2,0.00011809878924395889,0.00012281069939490408
3,0.00010758885036921129,0.00011001349776051939
4,4.745479236589745e-05,0.0006215889006853104
5,0.12872888147830963,0.0005543723818846047
6,0.0008254671702161431,0.001099856337532401
7,0.0027853278443217278,0.0005276123993098736
8,0.0001470360002713278,4.7844438086031005e-05
9,0.0003951918624807149,0.009878680109977722
10,0.003261133562773466,0.0020595951937139034
11,0.0009241932420991361,4.802160765393637e-05
12,0.26861682534217834,0.00019859563326463103
13,7.118864596122876e-05,0.10038112103939056
14,0.002178741618990898,0.0030191203113645315
15,0.020087160170078278,0.0005442376714199781
16,0.00017020090308506042,4.149309825152159e-05
17,0.002695444505661726,0.002360983518883586
18,2.5164990802295506e-05,1.2480039004003629e-05
19,0.00020397489424794912,0.0009151584818027914
20,0.00010528249549679458,5.7414694310864434e-05
21,6.537001354445238e-06,8.001792593859136e-06
22,0.003174960846081376,0.0010337195126339793
