,chosen,rejected
0,2.3897262508398853e-05,0.00010081951040774584
1,0.001703524379990995,0.00022180260566528887
2,0.00011809878924395889,0.00012281069939490408
3,0.00010758885036921129,0.00011001349776051939
4,4.745479236589745e-05,0.0006215889006853104
5,0.12872888147830963,0.0005543723818846047
6,0.0008254671702161431,0.001099856337532401
7,0.0027853278443217278,0.0005276123993098736
8,0.0001470360002713278,4.7844438086031005e-05
9,0.0003951918624807149,0.009878680109977722
10,0.003261133562773466,0.0020595951937139034
11,0.0009241932420991361,4.802160765393637e-05
12,0.26861682534217834,0.00019859563326463103
13,7.118864596122876e-05,0.10038112103939056
14,0.002178741618990898,0.0030191203113645315
15,0.020087160170078278,0.0005442376714199781
16,0.00017020090308506042,4.149309825152159e-05
17,0.002695444505661726,0.002360983518883586
18,2.5164990802295506e-05,1.2480039004003629e-05
19,0.00020397489424794912,0.0009151584818027914
20,0.00010528249549679458,5.7414694310864434e-05
21,6.537001354445238e-06,8.001792593859136e-06
22,0.003174960846081376,0.0010337195126339793
23,0.0004950715810991824,0.0002841658133547753
24,0.010483931750059128,0.007032466121017933
25,0.00039215298602357507,0.00017734256107360125
26,0.001336940680630505,0.0018301558448001742
27,0.001052304869517684,0.0007768317591398954
28,0.00037783131119795144,7.346989877987653e-05
29,0.0014321580529212952,0.0001294739340664819
30,0.00039977868436835706,0.00035148364258930087
31,0.0007784498739056289,0.0003026916238013655
32,0.001133003388531506,0.0011492277262732387
33,0.0009369029430672526,0.0005252845585346222
34,0.008420988917350769,0.0011387282283976674
35,0.01884756051003933,0.002388273598626256
36,4.4574720959644765e-05,0.0002519699337426573
37,6.799468246754259e-05,5.30628276464995e-05
38,0.00026731303660199046,0.00013671984197571874
39,0.0001236382668139413,0.0006589526892639697
40,0.00015799330139998347,0.00011419280781410635
41,0.00020096143998671323,7.490942516596988e-05
42,0.00019638720550574362,0.0003579419862944633
43,0.0010014743311330676,0.0035714367404580116
44,0.003835182636976242,0.0025744999293237925
45,0.04066997393965721,0.0010198320960626006
46,0.005494457203894854,0.0003017597773578018
47,3.367474619153654e-06,0.1702340990304947
48,0.0002942588762380183,0.0001442430802853778
49,4.700865611084737e-05,3.7388140299299266e-06
50,7.804395136190578e-05,1.1719427675416227e-05
51,0.0005177679704502225,0.00403784541413188
52,7.046300015645102e-05,0.0005332730943337083
53,0.00041337142465636134,0.0005133156664669514
54,0.0003415849059820175,0.0001388783857692033
55,0.00022195665223989636,0.0002581887529231608
56,0.000115986455057282,4.4457425246946514e-05
57,4.2237548768753186e-05,3.366577948327176e-05
58,0.00010410587128717452,0.0006907955394126475
59,0.006394937168806791,2.979055352625437e-05
60,8.368441194761544e-05,4.3045482016168535e-05
61,0.012867344543337822,0.0026169377379119396
62,0.00019437803712207824,0.000383348815375939
63,0.0021875270176678896,0.0001344324555248022
64,0.0004590229655150324,5.355073881219141e-05
65,0.010914978571236134,0.0017160458955913782
66,0.0006867871270515025,0.0004508857673499733
67,0.002472758525982499,0.0006064004264771938
68,0.0002941573038697243,9.300038072979078e-05
69,0.0015125003410503268,6.590699194930494e-05
70,5.506464003701694e-05,0.07687395811080933
71,0.0002404641854809597,0.0008034367929212749
72,0.004240041133016348,0.0005514488439075649
73,0.0006051207892596722,0.001178746111690998
74,0.0009735943167470396,0.000673843314871192
75,0.0011295170988887548,2.8870965252281167e-05
76,0.002089251298457384,1.5073141184984706e-05
77,0.0007029986009001732,0.00012504660116974264
78,0.000379695906303823,6.971543189138174e-05
79,0.0004205874283798039,0.0002989563508890569
80,5.4416144848801196e-05,0.00022809159418102354
81,8.006418647710234e-05,0.00018072266539093107
82,0.001734516117721796,0.026082981377840042
83,0.00018369205645285547,8.816333138383925e-05
84,0.000256542261922732,0.001139408559538424
85,0.00021421918063424528,7.04688427504152e-05
86,0.00213864678516984,0.00018219053163193166
87,0.00010653772187652066,3.202337757102214e-05
88,0.0002751830907072872,0.0003111505357082933
89,0.0006805313169024885,4.6095469770079944e-06
90,0.021939365193247795,0.017680080607533455
91,9.215930913342163e-05,0.0012541828909888864
92,2.2063826691010036e-05,7.743719834252261e-07
93,0.0019255777588114142,0.0036043738946318626
94,1.543439611850772e-05,6.0005058912793174e-05
95,0.00020519288955256343,0.002386495005339384
96,0.00026444881223142147,0.00019715249072760344
97,5.57553576072678e-05,6.651051808148623e-05
98,0.013908356428146362,0.01662222482264042
99,0.00010197425581282005,0.00014178063429426402
100,0.001165890833362937,8.461159450234845e-05
101,9.55704217631137e-06,0.00024264960666187108
102,0.0010248789330944419,0.00032451876904815435
103,0.00501120463013649,0.00048403203254565597
104,0.00023713032715022564,0.00021506463235709816
105,0.0029216420371085405,0.00029619052656926215
106,0.00020910588500555605,3.386532625881955e-05
107,7.115165499271825e-05,6.0643480537692085e-05
108,0.004264432471245527,7.805898349033669e-05
109,0.000534391961991787,0.0002454750065226108
110,0.0012990233954042196,0.000106989944470115
111,0.0003988397365901619,0.012564316391944885
112,0.00029599579283967614,0.00022533832816407084
113,1.9726865502889268e-05,0.011683099903166294
114,0.00017094629583880305,0.0006423208396881819
115,7.326846389332786e-05,8.353827979590278e-06
